Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
0.0,0.7627118644067796,1.0,0.8,0.0,60.0
0.25,0.576271186440678,1.0,0.40000000000000013,0.0,56.0
0.125,0.3728813559322035,1.0,0.6000000000000001,1.0,42.0
0.5,0.15254237288135597,0.0,0.40000000000000013,0.5555555555555556,33.0
0.625,0.847457627118644,0.0,0.6000000000000001,0.0,77.0
0.75,0.30508474576271194,1.0,0.40000000000000013,0.2222222222222222,51.0
0.375,0.847457627118644,0.0,0.6000000000000001,1.0,72.0
0.75,0.4576271186440679,1.0,0.0,0.1111111111111111,57.0
0.875,0.3728813559322035,0.0,0.40000000000000013,0.8888888888888888,53.0
0.0,0.05084745762711862,0.0,0.40000000000000013,0.4444444444444444,16.0
0.625,0.3220338983050848,0.0,0.6000000000000001,0.5555555555555556,45.0
0.875,0.30508474576271194,0.0,0.19999999999999996,0.1111111111111111,49.0
0.5,0.6949152542372881,1.0,0.19999999999999996,0.7777777777777777,67.0
0.375,0.44067796610169485,0.0,0.0,0.5555555555555556,49.0
0.125,0.9491525423728815,0.0,0.8,0.7777777777777777,73.0
0.625,0.5593220338983051,0.0,0.8,0.7777777777777777,65.0
0.625,0.05084745762711862,1.0,0.0,0.0,27.0
0.0,0.9322033898305084,0.0,0.8,0.6666666666666666,72.0
1.0,0.6271186440677967,1.0,1.0,0.1111111111111111,74.0
0.625,0.10169491525423735,1.0,1.0,0.7777777777777777,38.0
0.25,0.7966101694915255,0.0,1.0,0.1111111111111111,67.0
0.375,0.10169491525423735,1.0,1.0,0.3333333333333333,28.0
0.375,0.8305084745762712,0.0,0.6000000000000001,0.1111111111111111,73.0
0.25,0.8644067796610169,0.0,0.19999999999999996,0.6666666666666666,72.0
0.25,0.423728813559322,0.0,0.0,0.4444444444444444,42.0
0.25,0.423728813559322,0.0,0.6000000000000001,0.8888888888888888,47.0
0.375,0.8983050847457628,0.0,1.0,0.4444444444444444,77.0
0.75,0.30508474576271194,0.0,0.0,0.7777777777777777,49.0
0.375,0.13559322033898313,0.0,0.19999999999999996,0.1111111111111111,30.0
1.0,0.3220338983050848,1.0,0.8,0.2222222222222222,54.0
0.0,0.6949152542372881,1.0,0.6000000000000001,0.5555555555555556,56.0
0.875,0.7457627118644068,0.0,0.19999999999999996,0.6666666666666666,75.0
0.75,0.8305084745762712,0.0,0.0,1.0,78.0
0.125,0.2542372881355932,1.0,0.40000000000000013,0.7777777777777777,32.0
0.875,0.8983050847457628,0.0,0.6000000000000001,0.2222222222222222,89.0
0.0,0.27118644067796616,1.0,0.0,0.6666666666666666,29.0
1.0,0.35593220338983045,1.0,0.0,0.7777777777777777,57.0
1.0,0.2033898305084746,0.0,0.19999999999999996,1.0,48.0
0.125,0.18644067796610175,0.0,0.0,0.5555555555555556,27.0
0.75,0.15254237288135597,1.0,0.6000000000000001,0.3333333333333333,38.0
0.25,0.0,1.0,1.0,0.5555555555555556,18.0
0.75,0.5254237288135593,0.0,0.6000000000000001,0.8888888888888888,66.0
1.0,0.4915254237288136,0.0,0.0,0.2222222222222222,65.0
0.375,0.11864406779661019,1.0,0.19999999999999996,0.1111111111111111,27.0
0.0,0.3389830508474576,1.0,0.6000000000000001,0.4444444444444444,33.0
0.125,0.35593220338983045,1.0,0.40000000000000013,0.6666666666666666,37.0
0.0,0.288135593220339,0.0,1.0,0.2222222222222222,29.0
0.5,0.016949152542372947,0.0,0.8,0.4444444444444444,26.0
0.5,0.7966101694915255,0.0,0.19999999999999996,0.3333333333333333,72.0
0.75,0.728813559322034,1.0,0.19999999999999996,0.6666666666666666,77.0
1.0,0.13559322033898313,1.0,0.8,0.1111111111111111,45.0
1.0,0.03389830508474578,0.0,0.8,0.6666666666666666,41.0
0.25,0.8983050847457628,1.0,0.6000000000000001,0.1111111111111111,73.0
0.25,0.423728813559322,1.0,0.0,0.2222222222222222,43.0
0.25,0.3389830508474576,1.0,0.0,0.4444444444444444,39.0
0.375,0.4915254237288136,1.0,0.40000000000000013,0.6666666666666666,54.0
0.875,0.4576271186440679,1.0,1.0,0.5555555555555556,62.0
0.625,0.5932203389830508,0.0,0.0,0.6666666666666666,63.0
0.875,0.423728813559322,0.0,0.40000000000000013,0.5555555555555556,59.0
0.0,0.5593220338983051,0.0,0.40000000000000013,0.0,46.0
0.875,0.11864406779661019,0.0,0.19999999999999996,0.4444444444444444,42.0
0.375,0.15254237288135597,0.0,0.19999999999999996,0.0,30.0
0.0,0.7966101694915255,1.0,1.0,0.6666666666666666,63.0
0.875,0.9152542372881356,1.0,0.6000000000000001,0.3333333333333333,89.0
0.375,0.7118644067796611,1.0,0.8,0.4444444444444444,62.0
0.625,0.8305084745762712,0.0,0.8,0.0,77.0
0.875,0.8983050847457628,1.0,1.0,0.7777777777777777,88.0
0.375,0.22033898305084754,1.0,0.40000000000000013,0.3333333333333333,35.0
0.25,0.6610169491525424,1.0,1.0,0.2222222222222222,60.0
1.0,0.9152542372881356,0.0,0.8,0.0,92.0
0.25,0.23728813559322037,1.0,0.40000000000000013,0.3333333333333333,38.0
1.0,0.27118644067796616,1.0,0.8,0.2222222222222222,56.0
0.125,0.8813559322033899,0.0,0.6000000000000001,0.7777777777777777,70.0
0.125,0.288135593220339,0.0,0.19999999999999996,0.8888888888888888,35.0
0.125,0.5254237288135593,1.0,0.19999999999999996,0.4444444444444444,47.0
0.625,0.6271186440677967,0.0,0.40000000000000013,0.8888888888888888,66.0
0.25,0.3728813559322035,1.0,1.0,0.0,43.0
1.0,0.7627118644067796,0.0,0.8,0.6666666666666666,81.0
0.375,0.3728813559322035,1.0,0.0,0.6666666666666666,43.0
0.0,0.576271186440678,1.0,0.6000000000000001,0.5555555555555556,46.0
0.375,0.6440677966101696,0.0,0.8,0.3333333333333333,61.0
0.0,0.23728813559322037,0.0,0.0,0.8888888888888888,27.0
0.5,0.8813559322033899,0.0,0.6000000000000001,0.2222222222222222,77.0
0.375,0.38983050847457634,0.0,0.6000000000000001,0.0,43.0
0.875,0.4576271186440679,1.0,0.19999999999999996,0.1111111111111111,60.0
0.875,0.2542372881355932,0.0,0.40000000000000013,0.2222222222222222,48.0
0.75,0.2542372881355932,1.0,0.8,0.1111111111111111,47.0
0.25,0.6610169491525424,1.0,0.6000000000000001,0.5555555555555556,60.0
0.0,0.6440677966101696,1.0,0.8,0.6666666666666666,53.0
0.0,0.0847457627118644,0.0,0.6000000000000001,0.4444444444444444,19.0
0.25,0.016949152542372947,1.0,1.0,0.4444444444444444,23.0
0.625,0.8983050847457628,1.0,0.19999999999999996,0.6666666666666666,81.0
0.75,0.2033898305084746,0.0,0.40000000000000013,0.5555555555555556,41.0
0.625,0.728813559322034,1.0,0.0,0.7777777777777777,71.0
0.625,0.7796610169491525,1.0,0.0,0.8888888888888888,75.0
0.625,0.9830508474576272,1.0,1.0,0.1111111111111111,89.0
0.25,0.13559322033898313,0.0,0.19999999999999996,0.1111111111111111,28.0
0.625,0.5593220338983051,1.0,0.6000000000000001,0.0,60.0
0.875,0.27118644067796616,1.0,0.19999999999999996,0.6666666666666666,54.0
0.125,0.44067796610169485,1.0,0.40000000000000013,0.3333333333333333,41.0
0.5,0.47457627118644075,0.0,0.0,0.8888888888888888,52.0
0.0,0.6101694915254237,0.0,0.8,0.5555555555555556,53.0
0.0,0.7118644067796611,0.0,0.0,0.6666666666666666,52.0
0.5,0.35593220338983045,1.0,0.40000000000000013,0.6666666666666666,47.0
0.25,0.847457627118644,1.0,0.6000000000000001,0.7777777777777777,71.0
0.375,0.38983050847457634,1.0,0.19999999999999996,0.3333333333333333,42.0
0.25,0.10169491525423735,1.0,0.0,0.2222222222222222,21.0
0.0,0.5593220338983051,1.0,0.0,0.2222222222222222,48.0
0.0,0.7966101694915255,0.0,0.8,1.0,64.0
0.5,0.18644067796610175,1.0,0.19999999999999996,0.7777777777777777,38.0
0.625,0.3728813559322035,1.0,0.8,0.2222222222222222,49.0
0.25,0.23728813559322037,0.0,0.8,0.7777777777777777,35.0
1.0,0.5423728813559323,0.0,0.6000000000000001,0.1111111111111111,73.0
0.5,0.9491525423728815,1.0,0.0,0.4444444444444444,81.0
0.875,0.2033898305084746,0.0,1.0,0.4444444444444444,47.0
0.0,0.3728813559322035,0.0,0.19999999999999996,0.6666666666666666,36.0
0.5,0.6271186440677967,0.0,0.6000000000000001,0.4444444444444444,63.0
0.25,0.5254237288135593,1.0,1.0,0.8888888888888888,52.0
0.0,0.7457627118644068,0.0,0.6000000000000001,0.2222222222222222,58.0
0.375,0.8305084745762712,1.0,0.6000000000000001,0.8888888888888888,77.0
0.5,0.576271186440678,0.0,0.40000000000000013,0.0,58.0
0.75,0.0,1.0,0.40000000000000013,0.2222222222222222,33.0
0.0,0.7796610169491525,1.0,0.6000000000000001,0.3333333333333333,67.0
0.25,0.9661016949152543,1.0,0.40000000000000013,0.5555555555555556,76.0
0.125,0.7457627118644068,0.0,0.19999999999999996,1.0,62.0
1.0,0.06779661016949157,0.0,0.0,0.7777777777777777,37.0
0.625,0.9491525423728815,0.0,1.0,0.6666666666666666,86.0
0.25,0.2033898305084746,1.0,0.19999999999999996,0.7777777777777777,37.0
0.875,0.8983050847457628,0.0,0.0,0.5555555555555556,88.0
0.875,0.06779661016949157,0.0,0.40000000000000013,0.5555555555555556,38.0
0.125,1.0,1.0,1.0,0.5555555555555556,76.0
0.625,0.5254237288135593,0.0,0.19999999999999996,0.2222222222222222,57.0
0.75,0.847457627118644,1.0,0.8,1.0,82.0
0.125,0.3389830508474576,0.0,0.6000000000000001,0.3333333333333333,35.0
0.125,0.38983050847457634,1.0,0.0,0.5555555555555556,41.0
0.0,1.0,1.0,0.0,0.6666666666666666,75.0
0.875,0.288135593220339,0.0,0.8,0.2222222222222222,51.0
0.0,0.3389830508474576,1.0,0.8,0.3333333333333333,34.0
1.0,0.8983050847457628,0.0,0.6000000000000001,0.5555555555555556,92.0
0.625,0.15254237288135597,0.0,0.40000000000000013,0.0,39.0
0.75,0.38983050847457634,0.0,0.19999999999999996,0.6666666666666666,56.0
0.75,0.6610169491525424,0.0,0.19999999999999996,0.0,69.0
0.25,0.7796610169491525,1.0,0.19999999999999996,1.0,69.0
0.125,0.3389830508474576,1.0,0.40000000000000013,0.8888888888888888,40.0
1.0,0.4067796610169492,1.0,0.6000000000000001,1.0,63.0
0.875,0.8644067796610169,0.0,0.19999999999999996,0.8888888888888888,86.0
0.75,1.0,0.0,0.0,0.8888888888888888,89.0
1.0,0.9491525423728815,1.0,0.0,0.3333333333333333,94.0
0.375,0.9830508474576272,1.0,0.0,0.1111111111111111,79.0
0.375,0.3728813559322035,0.0,0.8,0.6666666666666666,44.0
0.0,0.35593220338983045,0.0,0.8,0.3333333333333333,33.0
0.875,0.05084745762711862,0.0,0.40000000000000013,0.4444444444444444,36.0
0.25,0.5593220338983051,1.0,0.19999999999999996,0.0,50.0
0.75,0.9322033898305084,0.0,0.8,1.0,94.0
0.125,0.0847457627118644,1.0,0.0,0.5555555555555556,22.0
0.125,0.4576271186440679,0.0,0.8,0.6666666666666666,44.0
0.75,0.5084745762711864,1.0,0.0,0.2222222222222222,60.0
0.625,0.576271186440678,0.0,0.19999999999999996,1.0,64.0
0.25,0.6440677966101696,1.0,0.40000000000000013,0.1111111111111111,58.0
1.0,0.6949152542372881,1.0,0.6000000000000001,1.0,78.0
0.625,0.3728813559322035,1.0,0.6000000000000001,0.6666666666666666,51.0
0.625,0.0847457627118644,0.0,0.0,0.0,30.0
0.0,0.2542372881355932,1.0,0.8,0.1111111111111111,29.0
0.375,0.016949152542372947,1.0,0.8,0.2222222222222222,22.0
0.625,0.38983050847457634,0.0,0.0,0.3333333333333333,51.0
0.625,0.27118644067796616,1.0,0.19999999999999996,0.4444444444444444,45.0
0.5,0.7457627118644068,1.0,0.0,0.3333333333333333,70.0
0.0,0.0,0.0,0.19999999999999996,1.0,10.0
0.875,0.0847457627118644,1.0,0.40000000000000013,0.2222222222222222,38.0
0.5,0.06779661016949157,0.0,0.40000000000000013,0.0,30.0
0.5,0.9491525423728815,1.0,0.0,0.6666666666666666,82.0
0.75,0.7457627118644068,0.0,0.40000000000000013,1.0,74.0
0.375,1.0,1.0,0.8,0.5555555555555556,87.0
0.625,0.9152542372881356,1.0,0.19999999999999996,0.1111111111111111,77.0
0.375,0.8305084745762712,1.0,0.6000000000000001,0.1111111111111111,72.0
0.25,0.47457627118644075,0.0,0.6000000000000001,0.2222222222222222,51.0
0.75,0.18644067796610175,1.0,0.40000000000000013,0.7777777777777777,40.0
0.875,0.6440677966101696,1.0,0.19999999999999996,0.7777777777777777,72.0
0.375,0.7796610169491525,0.0,0.8,1.0,68.0
0.125,0.03389830508474578,0.0,0.6000000000000001,1.0,22.0
0.25,0.7966101694915255,0.0,0.8,1.0,67.0
0.0,0.0,1.0,0.8,1.0,18.0
0.875,0.44067796610169485,1.0,0.6000000000000001,0.7777777777777777,64.0
0.25,0.7966101694915255,1.0,0.6000000000000001,0.6666666666666666,66.0
0.75,0.38983050847457634,0.0,0.40000000000000013,0.1111111111111111,50.0
0.5,0.728813559322034,0.0,0.19999999999999996,0.0,68.0
0.5,0.30508474576271194,1.0,0.0,0.5555555555555556,44.0
0.75,0.9830508474576272,1.0,0.19999999999999996,0.7777777777777777,90.0
1.0,0.11864406779661019,0.0,0.0,0.0,41.0
0.5,0.9152542372881356,0.0,0.6000000000000001,0.2222222222222222,83.0
0.0,0.728813559322034,0.0,0.8,0.0,57.0
0.0,0.7796610169491525,1.0,0.19999999999999996,1.0,64.0
0.125,0.016949152542372947,0.0,0.8,0.8888888888888888,18.0
0.625,0.4915254237288136,0.0,0.19999999999999996,0.6666666666666666,62.0
1.0,0.4915254237288136,0.0,1.0,0.7777777777777777,66.0
0.875,0.8135593220338984,0.0,0.19999999999999996,0.8888888888888888,85.0
0.5,0.6440677966101696,1.0,0.8,0.2222222222222222,62.0
0.0,0.7457627118644068,0.0,1.0,1.0,62.0
0.75,0.5254237288135593,1.0,0.40000000000000013,0.1111111111111111,62.0
0.5,0.0,1.0,0.6000000000000001,0.5555555555555556,26.0
0.625,0.6271186440677967,0.0,0.40000000000000013,0.4444444444444444,66.0
0.75,0.2033898305084746,0.0,0.40000000000000013,0.3333333333333333,43.0
0.25,0.1694915254237288,1.0,0.19999999999999996,0.5555555555555556,30.0
0.25,0.15254237288135597,0.0,0.6000000000000001,0.5555555555555556,25.0
0.5,0.7966101694915255,1.0,1.0,0.2222222222222222,77.0
0.625,0.9830508474576272,0.0,0.19999999999999996,0.1111111111111111,88.0
1.0,0.423728813559322,1.0,0.0,0.8888888888888888,62.0
0.5,0.9322033898305084,1.0,0.19999999999999996,0.7777777777777777,82.0
0.0,0.9152542372881356,1.0,1.0,0.3333333333333333,73.0
0.375,0.3220338983050848,0.0,0.8,0.5555555555555556,44.0
0.5,0.27118644067796616,1.0,0.19999999999999996,0.2222222222222222,40.0
0.5,0.27118644067796616,1.0,0.0,0.7777777777777777,39.0
0.75,0.05084745762711862,0.0,0.19999999999999996,0.2222222222222222,34.0
0.375,0.06779661016949157,0.0,1.0,0.1111111111111111,27.0
0.0,1.0,1.0,0.0,0.6666666666666666,73.0
0.5,0.3728813559322035,1.0,0.6000000000000001,0.2222222222222222,46.0
0.75,0.7627118644067796,0.0,1.0,0.8888888888888888,78.0
0.625,0.8644067796610169,1.0,0.19999999999999996,0.2222222222222222,80.0
0.5,0.15254237288135597,0.0,0.0,0.7777777777777777,33.0
0.375,0.7627118644067796,0.0,1.0,0.1111111111111111,68.0
0.125,0.4576271186440679,0.0,0.6000000000000001,0.8888888888888888,45.0
0.375,0.5423728813559323,1.0,0.8,0.0,56.0
0.25,0.7118644067796611,0.0,0.40000000000000013,0.2222222222222222,58.0
0.0,0.423728813559322,1.0,0.0,0.1111111111111111,37.0
0.875,0.9152542372881356,1.0,0.8,0.6666666666666666,88.0
0.5,0.8305084745762712,0.0,0.6000000000000001,0.4444444444444444,75.0
0.375,0.7966101694915255,0.0,0.8,0.7777777777777777,70.0
0.875,0.47457627118644075,0.0,0.19999999999999996,0.1111111111111111,62.0
0.75,0.44067796610169485,0.0,0.40000000000000013,0.7777777777777777,57.0
0.125,0.288135593220339,1.0,0.0,0.6666666666666666,32.0
